INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('83#雷电分析仪',4.6,'是','异常','闭合',203.4,204.8,176.0,27.5,29.9,66.1,236.4,232.5,234.6,2.8,28.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('26#雷电分析仪',4.9,'否','正常','闭合',158.3,135.3,112.0,86.0,34.7,80.8,137.2,168.2,212.1,9.3,31.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('34#雷电分析仪',6.1,'否','异常','闭合',221.1,176.1,188.5,30.2,62.0,41.0,180.4,214.9,165.9,9.4,25.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('19#雷电分析仪',4.7,'是','正常','闭合',153.7,170.5,226.9,59.8,13.3,31.1,216.5,141.8,157.1,3.5,24.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('69#雷电分析仪',7.6,'否','正常','打开',198.5,218.3,111.6,18.7,14.8,48.9,234.5,117.0,113.1,1.0,33.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('3#雷电分析仪',3.4,'是','异常','闭合',217.6,225.6,108.2,41.9,25.3,25.3,210.0,123.5,181.6,2.0,31.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('24#雷电分析仪',6.2,'是','异常','闭合',239.9,103.9,106.8,30.1,21.7,43.5,129.9,151.8,172.7,2.7,39.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('16#雷电分析仪',8.8,'否','异常','打开',100.4,147.8,227.0,58.8,19.7,78.7,198.1,222.6,214.9,5.8,36.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('54#雷电分析仪',4.7,'是','异常','打开',116.5,202.1,139.4,86.1,13.0,16.9,160.7,110.1,114.7,0.9,22.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('25#雷电分析仪',6.1,'否','异常','闭合',225.4,168.3,231.9,79.4,39.6,56.3,119.5,180.5,155.5,7.8,22.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('10#雷电分析仪',2.9,'是','异常','打开',108.9,200.2,161.9,71.1,65.6,49.2,134.8,162.0,153.8,1.0,29.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('46#雷电分析仪',0.2,'否','异常','打开',210.7,104.2,178.5,40.2,46.4,31.5,203.7,233.1,163.9,1.8,24.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('52#雷电分析仪',2.4,'是','异常','闭合',139.9,106.9,192.3,29.1,31.4,78.6,215.4,109.6,232.9,5.9,24.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('96#雷电分析仪',7.1,'否','异常','闭合',104.1,225.0,113.1,37.2,19.5,81.3,226.0,175.9,114.9,3.8,37.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('10#雷电分析仪',0.1,'否','正常','打开',102.9,171.3,203.7,78.1,82.0,45.2,175.9,218.9,225.3,3.7,36.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('85#雷电分析仪',9.2,'是','异常','打开',152.9,106.2,219.4,31.9,18.8,11.9,217.7,197.7,180.5,0.0,30.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('10#雷电分析仪',0.1,'否','正常','打开',155.0,189.2,220.5,43.1,13.9,68.0,214.7,120.4,142.8,8.7,38.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('17#雷电分析仪',5.8,'是','正常','打开',206.2,112.3,209.0,76.9,57.1,43.8,113.8,142.4,176.4,8.6,22.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('85#雷电分析仪',5.5,'否','异常','闭合',185.5,129.3,168.0,25.3,21.4,68.9,190.1,119.9,183.3,3.6,34.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('89#雷电分析仪',1.7,'否','正常','闭合',151.1,199.6,233.0,44.1,56.7,39.4,221.8,119.0,112.1,5.0,27.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('43#雷电分析仪',0.2,'否','异常','闭合',184.8,205.8,100.6,87.1,63.7,52.1,156.6,115.5,233.4,0.4,20.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('82#雷电分析仪',6.0,'是','异常','闭合',227.6,130.7,159.4,20.1,72.7,14.7,120.1,131.3,164.3,8.2,28.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('37#雷电分析仪',1.2,'否','正常','闭合',216.4,192.0,187.3,57.7,20.5,75.8,179.0,203.7,134.0,0.6,25.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('13#雷电分析仪',2.8,'否','异常','打开',236.9,132.4,238.9,28.8,49.9,34.2,112.4,106.8,188.7,9.3,25.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('41#雷电分析仪',1.5,'否','异常','打开',185.6,150.0,200.5,22.2,77.3,41.4,211.7,140.5,154.4,0.6,23.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('60#雷电分析仪',7.4,'否','正常','打开',177.6,132.5,105.5,66.6,39.2,20.5,216.8,117.3,191.7,4.4,30.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('51#雷电分析仪',3.5,'是','异常','闭合',118.0,203.0,129.9,28.0,44.4,84.8,202.0,166.3,217.2,4.4,30.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('29#雷电分析仪',0.8,'否','异常','打开',222.1,208.1,167.5,89.7,61.9,12.3,144.8,120.5,226.9,4.1,33.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('5#雷电分析仪',8.0,'否','正常','打开',214.6,184.9,213.8,77.0,72.8,45.3,192.6,201.0,207.7,1.0,28.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('69#雷电分析仪',0.8,'是','正常','打开',163.3,129.9,157.0,89.9,53.4,62.6,198.6,219.6,218.1,3.2,21.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('71#雷电分析仪',4.3,'是','正常','打开',208.6,229.3,100.1,16.4,66.7,79.8,183.1,102.0,206.9,0.6,22.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('43#雷电分析仪',7.8,'否','正常','打开',224.2,208.0,187.9,23.8,82.6,75.5,221.1,130.7,227.9,8.2,37.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('49#雷电分析仪',5.3,'否','异常','闭合',134.9,164.1,114.6,38.0,58.9,64.9,199.7,163.0,220.9,8.9,33.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('80#雷电分析仪',9.3,'是','正常','闭合',182.9,184.7,211.6,66.5,81.9,65.6,178.1,150.8,166.4,2.3,36.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('51#雷电分析仪',6.7,'否','异常','闭合',108.6,102.0,131.9,52.6,37.3,69.6,211.0,174.0,172.8,1.0,37.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('47#雷电分析仪',2.2,'否','正常','打开',200.5,232.3,236.9,44.1,78.1,48.5,109.6,238.1,203.0,9.8,36.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('52#雷电分析仪',5.2,'否','正常','闭合',169.4,230.6,195.4,18.4,85.9,27.7,154.8,123.0,147.5,1.0,32.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('28#雷电分析仪',0.9,'是','异常','打开',134.9,190.6,148.4,67.5,71.1,42.0,182.5,145.2,154.0,8.7,20.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('45#雷电分析仪',0.9,'是','正常','闭合',170.2,165.7,121.5,23.8,50.1,16.8,222.0,204.2,142.9,5.0,29.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('1#雷电分析仪',6.6,'是','异常','打开',161.0,230.8,191.3,78.4,83.6,39.2,124.6,186.9,148.9,7.6,29.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('81#雷电分析仪',4.5,'否','异常','闭合',111.9,132.1,236.7,77.4,89.4,34.1,224.6,236.5,205.8,9.8,23.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('62#雷电分析仪',4.2,'否','正常','打开',127.7,150.8,228.0,21.8,54.1,31.7,205.8,173.1,217.2,9.3,36.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('61#雷电分析仪',6.8,'否','正常','闭合',183.2,145.3,186.6,42.2,28.2,89.1,151.8,232.6,147.1,7.4,21.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('12#雷电分析仪',3.7,'否','正常','闭合',237.7,224.9,133.7,56.5,18.2,79.7,157.0,216.7,218.2,7.5,30.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('74#雷电分析仪',0.9,'是','异常','打开',140.9,110.1,149.3,70.9,33.2,44.4,201.3,221.0,102.7,7.5,33.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('6#雷电分析仪',8.4,'否','异常','打开',164.6,132.9,229.0,27.0,37.9,17.2,160.2,106.2,166.7,9.3,27.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('77#雷电分析仪',9.4,'否','正常','打开',185.0,129.7,118.5,29.6,71.7,77.6,155.9,163.2,139.2,3.0,31.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('97#雷电分析仪',6.1,'否','正常','打开',211.3,131.6,202.2,20.2,84.7,84.8,152.2,172.8,162.5,4.4,31.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('20#雷电分析仪',2.4,'否','异常','闭合',177.1,206.0,117.3,60.2,53.3,22.7,135.6,133.9,106.7,9.6,35.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('30#雷电分析仪',7.7,'是','异常','闭合',149.6,200.4,103.7,38.8,29.5,45.3,169.0,238.0,172.0,7.4,28.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('68#雷电分析仪',8.9,'是','正常','闭合',165.5,179.2,101.0,16.5,76.9,58.2,190.2,227.0,148.0,5.4,31.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('46#雷电分析仪',2.7,'否','异常','闭合',176.1,135.3,221.3,32.6,73.8,35.5,189.7,119.8,238.5,1.9,27.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('27#雷电分析仪',2.0,'是','异常','打开',212.7,206.3,216.7,30.1,33.4,89.2,149.5,146.6,197.7,6.5,21.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('0#雷电分析仪',1.2,'是','正常','闭合',216.6,132.8,164.0,10.0,35.6,42.4,214.1,167.0,189.2,9.8,31.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('41#雷电分析仪',4.9,'否','正常','打开',105.2,212.9,114.9,20.3,71.5,51.8,154.3,203.2,101.2,7.7,35.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('62#雷电分析仪',2.0,'否','异常','打开',162.7,227.5,151.0,72.1,55.3,19.8,103.7,188.5,124.7,0.0,27.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('30#雷电分析仪',2.1,'是','正常','闭合',181.5,180.0,210.0,54.6,70.0,74.1,187.3,131.9,189.1,6.3,36.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('43#雷电分析仪',7.7,'是','正常','闭合',152.4,128.8,106.2,27.4,76.7,56.8,212.9,176.7,233.9,4.2,38.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('94#雷电分析仪',2.4,'是','正常','闭合',176.8,132.4,232.3,35.2,64.7,58.4,146.4,226.2,196.0,0.5,36.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('62#雷电分析仪',8.3,'否','正常','打开',135.8,210.8,117.5,57.0,36.8,18.6,186.3,141.4,122.5,1.3,28.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('72#雷电分析仪',5.8,'是','正常','打开',225.5,127.5,228.4,25.6,82.3,89.0,202.0,158.8,105.5,5.3,35.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('83#雷电分析仪',3.5,'是','异常','闭合',184.0,134.2,214.7,33.8,59.6,54.2,186.2,162.1,146.6,5.0,39.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('13#雷电分析仪',2.3,'否','异常','闭合',149.9,104.8,189.6,73.0,40.4,39.1,199.4,174.1,191.6,7.8,34.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('51#雷电分析仪',7.1,'否','异常','闭合',228.2,193.8,106.2,42.0,48.7,78.3,205.4,110.2,117.6,3.0,32.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('48#雷电分析仪',5.5,'是','正常','打开',101.4,228.0,175.9,76.2,28.1,35.3,155.4,209.2,146.6,4.2,20.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('44#雷电分析仪',0.6,'否','异常','打开',100.1,121.7,206.2,52.0,76.1,16.7,178.7,145.5,120.4,8.4,29.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('2#雷电分析仪',0.8,'是','正常','打开',104.8,136.6,142.5,27.1,55.3,16.1,141.8,143.7,189.6,7.0,38.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('79#雷电分析仪',0.2,'是','异常','打开',148.7,163.9,176.7,72.0,53.2,52.0,166.6,109.6,214.6,8.3,27.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('81#雷电分析仪',5.8,'是','正常','闭合',228.4,216.4,154.6,25.1,22.2,30.2,107.0,118.6,112.2,2.6,31.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('91#雷电分析仪',8.0,'是','异常','闭合',123.2,125.1,209.7,47.0,25.7,34.1,224.0,104.5,220.1,7.7,20.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('58#雷电分析仪',9.2,'否','正常','闭合',143.6,231.8,169.5,52.9,16.0,75.2,159.7,237.1,100.6,3.1,20.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('4#雷电分析仪',6.5,'否','正常','打开',227.7,200.5,109.1,20.9,87.6,69.3,219.9,123.5,185.5,7.0,32.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('20#雷电分析仪',2.8,'是','异常','闭合',178.7,183.7,235.9,28.5,66.0,86.4,156.9,180.2,129.0,5.7,30.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('13#雷电分析仪',0.5,'是','异常','打开',127.1,150.0,221.8,68.1,41.5,69.8,223.9,115.2,173.2,4.9,32.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('40#雷电分析仪',6.8,'否','异常','闭合',224.3,149.3,150.4,46.7,12.3,25.9,228.2,237.6,109.3,3.5,36.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('76#雷电分析仪',2.4,'是','正常','打开',138.4,112.5,144.7,49.9,24.3,66.5,158.3,102.4,213.8,2.6,25.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('24#雷电分析仪',5.9,'否','异常','闭合',104.7,222.0,172.6,29.9,88.3,63.6,194.6,188.4,202.6,2.6,35.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('71#雷电分析仪',6.5,'是','正常','闭合',134.0,132.6,164.2,78.4,42.6,42.8,136.1,138.7,223.4,1.8,36.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('95#雷电分析仪',6.9,'是','正常','闭合',151.8,113.5,127.7,11.0,57.8,88.0,114.9,168.0,195.0,1.3,26.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('31#雷电分析仪',7.1,'是','正常','打开',155.2,125.2,177.8,13.5,83.1,12.5,114.6,139.3,194.3,1.3,33.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('82#雷电分析仪',5.7,'否','异常','打开',102.4,239.6,153.9,84.2,81.4,16.9,164.9,197.6,132.0,0.5,26.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('15#雷电分析仪',3.2,'否','正常','闭合',141.8,232.6,104.4,21.0,11.0,27.7,234.4,169.1,153.5,3.0,29.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('44#雷电分析仪',8.4,'是','正常','打开',123.4,156.6,162.9,33.4,81.3,88.3,226.6,175.8,164.4,2.6,20.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('67#雷电分析仪',6.5,'是','正常','打开',115.0,163.0,193.0,11.9,33.7,44.4,106.5,177.1,229.8,7.8,29.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('19#雷电分析仪',3.6,'否','异常','闭合',174.0,235.3,124.1,32.5,36.4,39.4,208.4,210.7,173.4,8.6,32.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('43#雷电分析仪',4.2,'否','异常','闭合',100.3,199.2,177.3,88.1,38.3,27.5,110.4,235.9,136.9,6.0,21.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('88#雷电分析仪',5.6,'否','正常','打开',166.3,227.3,121.9,38.2,71.2,14.5,184.7,115.1,196.6,1.1,23.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('70#雷电分析仪',9.1,'否','异常','打开',127.9,154.1,142.7,80.3,76.8,81.8,119.4,149.2,232.3,1.3,36.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('47#雷电分析仪',0.5,'否','正常','闭合',217.5,217.1,113.0,68.9,20.9,30.1,211.3,193.6,175.6,8.3,32.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('2#雷电分析仪',6.8,'是','异常','闭合',124.6,233.7,152.4,54.1,15.5,68.5,162.3,201.6,119.3,3.2,30.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('47#雷电分析仪',9.5,'否','正常','闭合',120.6,222.0,121.6,67.3,51.9,19.8,111.7,222.8,121.5,8.8,34.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('8#雷电分析仪',1.9,'是','异常','打开',228.4,172.6,115.1,62.9,43.5,20.6,107.5,116.6,121.5,3.2,26.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('71#雷电分析仪',5.6,'是','正常','打开',221.1,227.6,203.2,75.2,52.5,15.3,235.0,160.5,115.9,0.5,34.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('80#雷电分析仪',1.6,'否','正常','打开',128.1,153.2,205.4,82.0,84.4,47.4,210.1,163.7,204.0,9.3,30.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('58#雷电分析仪',2.7,'是','异常','闭合',178.3,140.7,117.7,79.2,23.8,53.7,153.4,172.7,116.0,2.1,26.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('67#雷电分析仪',4.9,'否','异常','闭合',229.9,142.3,171.5,33.8,41.2,28.4,151.8,227.1,171.5,8.4,36.3);
